ERR	t	f1	f2	f3	L	R_Hi	SaO2sup	XOv	O2c	CBF	P_a	u	J_O2	CMRO2	Vmca	TOI	HHb	HbO2	HbT	CCO	Pa_CO2	r	v_p	v_u	v_c	v_o	eta	mu	Dpsi	H	O2	a	bred	t
1	100	0.51340630057576675	0.51340629487029887	0.51340629361638523	10.268126042714709	240369.79956100843	1	6.1622275734956053	0.069589290463604722	0.011708944359430904	100	1	0.03439821424936116	0.034398221672297814	58.544721797154523	75.591348377500211	22.033293198782957	68.235081882095201	90.268375080878158	0.066911769367760263	40	0.018396853030016102	100	1	40	0.06958392828669567	0.12100458184023688	0.060428575425941565	145.53896730587124	3.9794861989607716e-05	0.028726605213853534	0.06666868312489195	0.0012609386370606855	100
1	200	0.51197766923433718	0.51197767145896056	0.51197767037241604	10.239553377560958	240347.46161960901	0.98999999999999999	6.1340773504016433	0.068276990759952222	0.011931627089415572	100	1	0.034302505965625715	0.034302503914951876	59.658135447077861	75.168555310005786	22.46668750787677	68.010076081032253	90.476763588909023	0.049500703454686712	40	0.018483704684801996	100	1	40	0.068278546042373697	0.090594821264770697	0.045266454793211244	145.40726702531629	3.9798560532080903e-05	0.027528000292311651	0.066408816469472942	0.0012942186432963966	200
1	300	0.5105339480182246	0.51053394977690969	0.51053395001536495	10.210678951122105	240324.88986342298	0.97999999999999998	6.1032932596352891	0.067001611082369864	0.012152518843949989	100	1	0.034205776698125377	0.034205774651029454	60.762594219749943	74.720405196783105	22.923931823483926	67.757631713945855	90.681563537429781	0.031974678063605169	40	0.018568664912511482	100	1	40	0.067003332820912143	0.060887868442337845	0.030434532224496363	145.27417583425949	3.9802298486170448e-05	0.026367528254516975	0.066147234000949337	0.0013287427825012864	300
1	400	0.50907294807026759	0.50907294996096319	0.50907295015108467	10.181458951649855	240302.05012257668	0.96999999999999997	6.0698168557012471	0.065760761015655506	0.012370556432561731	100	1	0.034107889739137892	0.034107887660122675	61.852782162808651	74.246433420660722	23.405330576593883	67.476569235181046	90.881899811774929	0.014309175535710039	40	0.018651398963739876	100	1	40	0.065762645160775568	0.031985211877336717	0.015991242636813084	145.13949178994977	3.980608153413882e-05	0.025242961084529895	0.065883569784115081	0.0013646177507826284	400
1	500	0.50759461566309527	0.50759461759134761	0.50759461786768389	10.151892302992485	240278.94163334341	0.95999999999999996	6.033777509551415	0.064554001207867598	0.01258550751872841	100	1	0.034008841468072558	0.034008839397134824	62.92753759364205	73.747930282422274	23.909775847376167	67.167903377918506	91.077679225294673	-0.0034942283860364132	40	0.01873189810239172	100	1	40	0.064556027133441829	0.0038762304070709686	0.0019381127768312181	145.00320993201535	3.9809909828038807e-05	0.02415386373141868	0.065617847337521851	0.0014019043252147141	500
1	600	0.50609875556822148	0.50609875756304579	0.50609875785802616	10.121975100663796	240255.56142168638	0.94999999999999996	5.9953043249731968	0.063380752944358409	0.012797174843999318	100	1	0.033908618833850039	0.033908616776487752	63.985874219996589	73.226175085253843	24.436159594707618	66.832681045424351	91.26884064013197	-0.021435630618361748	40	0.018810166041935302	100	1	40	0.0633829202522075	-0.023452086293219931	-0.011725505732180039	144.86531226355214	3.981378388661343e-05	0.023099672984309833	0.065350065214651323	0.0014406700968846613	600
1	700	0.5045850478886541	0.50458504993887221	0.50458505025110778	10.091700946700074	240231.90456864948	0.93999999999999995	5.9545264622980199	0.062240334701410813	0.013005402789327842	100	1	0.033807200395843798	0.03380719836682422	65.027013946639215	72.682439529347562	24.983373093673691	66.471986254806978	91.45535934848067	-0.039516565393264674	40	0.01888622046735523	100	1	40	0.062242633996064264	-0.050015824376558937	-0.025002700212078278	144.7257692943021	3.9817704551672221e-05	0.022079732789458791	0.065080200516518444	0.0014809897358047199	700
1	800	0.50305303417133485	0.50305303626599596	0.50305303659482925	10.061060672035598	240207.96399269727	0.93000000000000005	5.9115709923342781	0.06113197106936135	0.013210069863022641	100	1	0.033704555440211233	0.03370455345185356	66.050349315113209	72.117967989582311	25.550324279464434	66.086914605843333	91.637238885307767	-0.057740137807349157	40	0.018960089448719405	100	1	40	0.061134392338579341	-0.075833061902552013	-0.037898370992451608	144.5845387611827	3.9821673024508076e-05	0.021093304223110201	0.06480820689839778	0.0015229460766455656	800
1	900	0.50150211982342396	0.50150212236635905	0.50150212177070019	10.030042385874415	240183.73049071879	0.92000000000000004	5.8665622573206448	0.060054813078863498	0.013411086831257503	100	1	0.033600644136015975	0.033600642158636916	67.055434156287518	71.533971892776535	26.135943732104778	65.678564543015597	91.814508275120374	-0.076110959758867419	40	0.019031810154219043	100	1	40	0.060057345876989299	-0.10092358628195924	-0.050419004877746768	144.44156585572	3.9825690859479886e-05	0.020139585632298642	0.06453401552598706	0.0015666308733015054	900
1	1000	0.49993157085064399	0.49993157329614718	0.4999315729957895	9.9986314058783368	240159.1926821477	0.91000000000000003	5.8196208463419747	0.059007954166878353	0.013608393695608685	100	1	0.033495417297495937	0.033495415390717896	68.04196847804343	70.931620981346711	26.739193315254965	65.248025160520115	91.98721847577508	-0.094635152610030498	40	0.019101427285482728	100	1	40	0.059010587449242285	-0.12530853046715584	-0.062572409467478482	144.29678290253187	3.982975997366872e-05	0.019217728883248467	0.064257535035671193	0.0016121458591369516	1000
1	1100	0.49834051873411123	0.4983405211037838	0.49834052103006105	9.9668103631293175	240134.33709452164	0.90000000000000002	5.7708635113197566	0.057990446443051555	0.013801956350660827	100	1	0.033388816741732712	0.033388814909014089	69.009781753304139	70.312042449558675	27.359067541919657	64.796371226258444	92.155438768178101	-0.11332025260364614	40	0.019168991538642193	100	1	40	0.057993169291953778	-0.14900997324596849	-0.074367433151068363	144.15010984288341	3.9833882633098143e-05	0.018326855202864274	0.063978652946214243	0.0016596035447175559	1100
1	1200	0.49672795723360497	0.49672795954117205	0.49672795964598859	9.9345591327936109	240109.14810988004	0.89000000000000001	5.7204024436166723	0.057001313482323547	0.013991763602432639	100	1	0.03328077505238821	0.033280773296281235	69.958818012163192	69.676315107858954	27.994599575953231	64.324654088394652	92.319253664347883	-0.13217521100822432	40	0.019234558315110804	100	1	40	0.057004115254505563	-0.17205065470599579	-0.085813747594287379	144.00145391517091	3.9838061462042223e-05	0.017466068252005588	0.063697235656593673	0.001709128493817868	1200
1	1300	0.49509274343221166	0.49509274568803824	0.49509274593347341	9.9018548565162057	240083.60798359136	0.88	5.6683451231133768	0.056039562429537101	0.014177824170000438	100	1	0.033171215655583147	0.033171213977542718	70.889120850002186	69.025468353978383	28.644862773235388	63.833897198312229	92.478759971547618	-0.15121034297343922	40	0.019298186528079495	100	1	40	0.05604243289316016	-0.19445369449404842	-0.096921637526833859	143.85070975814367	3.9842299440342296e-05	0.016634466139956117	0.06341312920935166	0.0017608585310013262	1300
1	1400	0.49343359746946813	0.49343359968143197	0.49343360003760983	9.8686719370742235	240057.69684158702	0.87	5.6147941889779034	0.055104194226358372	0.014360163877206096	100	1	0.033060052802006738	0.033060051202519862	71.800819386030483	68.360481440820038	29.308971924469944	63.325092243254815	92.634064167724759	-0.17043729072127417	40	0.019359937560987851	100	1	40	0.055107123672342155	-0.21624235417041354	-0.10770181893055106	143.69775938625602	3.9846599904323081e-05	0.015831151672597157	0.063126159839980989	0.0018149461454848189	1400
1	1500	0.49174910199081445	0.49174910416645873	0.49174910459997712	9.8349820273871398	240031.39267315131	0.85999999999999999	5.5598474243158753	0.054194212366778002	0.014538823151221918	100	1	0.032947191528994474	0.032947190008198471	72.694115756109596	67.682283775887257	29.986083540164046	62.799196620786702	92.785280160950748	-0.18986898864712909	40	0.01941987440061111	100	1	40	0.054197191106871899	-0.23743984753002512	-0.11816528763073242	143.54247213901945	3.9850966548468255e-05	0.015055241152957697	0.06283613449780405	0.0018715600675389828	1500
1	1600	0.49003770050885409	0.49003770268770519	0.49003770311106104	9.8007539977371074	240004.67130619331	0.84999999999999998	5.5035977772372409	0.053308629922496402	0.014713854450772786	100	1	0.032832527555435378	0.03283252610844109	73.569272253863929	66.991755529723676	30.675395734177108	62.257131355532458	92.932527089709566	-0.20951963930319489	40	0.019478060803359367	100	1	40	0.053311648987329117	-0.25806914898706607	-0.12832317351793271	143.38470452998013	3.9855403430029669e-05	0.014305871531442563	0.062542841204429933	0.0019308870694742838	1600
1	1700	0.48829769612616025	0.48829769827796971	0.48829769873827333	9.7659539100654165	239977.50639151339	0.83999999999999997	5.4461335242875277	0.052446475804109702	0.014885320627365183	100	1	0.032715947185155955	0.032715945815464317	74.426603136825918	66.289729553301967	31.376147046280238	61.69978094394915	93.075927990229388	-0.22940468316810939	40	0.019534560817316079	100	1	40	0.05244952460175261	-0.27815291852329854	-0.13818665851612347	143.22430012795209	3.9859914972173723e-05	0.013582206781791509	0.062246049504953598	0.0019931339803420573	1700
1	1800	0.48652724607749986	0.48652724821565119	0.4865272486905608	9.7305449090872962	239949.86931493861	0.82999999999999996	5.3875381908017417	0.051606798036239118	0.015053291091704883	100	1	0.032597326959606411	0.032597325662267577	75.266455458524419	65.57699097306957	32.087616707145834	61.127989987906481	93.215606695052315	-0.24954081369525924	40	0.019589437617305985	100	1	40	0.051609873289692021	-0.29771316264160336	-0.14776677094044657	143.06108905562047	3.9864505979143203e-05	0.012883441588793195	0.061945510243354346	0.0020585300958787089	1800
1	1900	0.48472436430593424	0.48472436642806532	0.48472436691733356	9.6944872736685408	239921.72924349984	0.81999999999999995	5.3278912301946164	0.05078867028260018	0.015217843753388832	100	1	0.032476533809639066	0.032476532583461351	76.089218766944157	64.854283792088737	32.809119900946314	60.542569695753414	93.351689596699728	-0.26994589791343648	40	0.019642754260747883	100	1	40	0.050791763782949563	-0.31677157586329741	-0.15707451917588891	142.8948882258986	3.9869181629196499e-05	0.012208807693052222	0.061640956747560656	0.0021273296091163926	1900
1	2000	0.48288691210289403	0.48288691420829011	0.48288691471254519	9.6577382296261174	239893.05297911394	0.81000000000000005	5.2672677739636509	0.049991191926399357	0.015379060150569952	100	1	0.032353424443120039	0.032353423285740528	76.895300752849764	64.122308882356876	33.540009030499405	59.944292733852024	93.484301764351429	-0.29063902982276485	40	0.019694572224849827	100	1	40	0.04999429808048373	-0.3353490777288356	-0.16612063560030235	142.72550047929991	3.9873947499566859e-05	0.011557574698860465	0.061332104032496053	0.0021998148150002852	2000
1	2100	0.48101259653185391	0.48101259862023682	0.48101259914028094	9.62025191822711	239863.8049366159	0.80000000000000004	5.2057390933929186	0.049213491391060196	0.015537025806395328	100	1	0.03222784523354201	0.032227844142398827	77.685129031976643	63.381728499162932	34.279670288461375	59.333897156079985	93.61356744454136	-0.31164049124397314	40	0.019744951670478305	100	1	40	0.049216605254011961	-0.35346595710047718	-0.17491562279153441	142.55271443868693	3.9878809570821588e-05	0.010929053527243509	0.061018649384418318	0.0022762994443143391	2100
1	2200	0.4790989646565087	0.47909896672905983	0.47909896726678691	9.5819792807339805	239833.94705920195	0.79000000000000004	5.1433727488937047	0.048454727013967851	0.015691828420788659	100	1	0.032099631835150251	0.032099630806874724	78.459142103943293	62.633167896734861	35.02752222711905	58.712086552984943	93.739608780103993	-0.3329717561010348	40	0.019793951006643103	100	1	40	0.048457846319043756	-0.37114175868828203	-0.18346967749688903	142.37630397675841	3.9883774241678986e-05	0.010322597746908638	0.060700272296999487	0.0023571326297955357	2200
1	2300	0.47714340092661489	0.47714340298295932	0.47714340353894358	9.5428680061558371	239803.43877013674	0.78000000000000003	5.0802330082354823	0.047714088719812288	0.015843558318397344	100	1	0.031968609004727311	0.031968608037109221	79.217791591986725	61.87721937924529	35.783012642287368	58.079533739773943	93.862546382061311	-0.35465545482153804	40	0.019841627175766378	100	1	40	0.047717208268429658	-0.38839542204261468	-0.19179274043510738	142.19602797628752	3.9888848337862999e-05	0.0097376054592955147	0.060376635002663617	0.002442703295445488	2300
1	2400	0.47514311958523647	0.47514312162581074	0.4751431222012551	9.5028623793478921	239772.23686710137	0.77000000000000002	5.0163808590639709	0.046990797242753825	0.015992305833250366	100	1	0.031834590097049566	0.031834589187484094	79.961529166251836	61.114442616189329	36.545617961633397	57.43687944972821	93.982497411361607	-0.37671538931278065	40	0.019888034969180398	100	1	40	0.046993913384925722	-0.40524506461166832	-0.19989437679793823	142.01162962887915	3.9894039130568165e-05	0.009173519120104133	0.060047382249062982	0.0025334454003628948	2400
1	2500	0.47309516186247991	0.47309516388803957	0.47309516448443145	9.4619032249102286	239740.29547785147	0.76000000000000001	4.9518743673687551	0.046284104739484952	0.016138161607610058	100	1	0.03169737687462066	0.031697376020456906	80.690808038050292	60.345368103753401	37.314840493941389	56.784735544421295	94.099576038362684	-0.39917648926223137	40	0.01993322726565866	100	1	40	0.046287214507905412	-0.42170809200660631	-0.20778381789247646	141.82283617675608	3.9899354344808973e-05	0.0086298263783801728	0.059712141951309985	0.0026298437338360143	2500
