ERR	t	f1	f2	f3	L	R_Hi	SaO2sup	XOv	O2c	CBF	P_a	u	J_O2	CMRO2	Vmca	TOI	HHb	HbO2	HbT	CCO	Pa_CO2	r	v_p	v_u	v_c	v_o	eta	mu	Dpsi	H	O2	a	bred
1	8900	0.39001348485741594	0.39001349275053521	0.39001348124828816	7.8002696959173576	241303.11808571126	0.95999999999999996	6.1508715871035271	0.065664186382997244	0.010108164472128306	100	0.28000000000000003	0.026130903707520789	0.026130903243635307	50.540822360641535	74.143493730169666	22.936781909870078	65.771188418793329	88.707970328663407	-0.21652263184895312	40	0.017732998536881026	100	0.27999999999989394	40	0.065664437920910174	0.38969740793025165	0.19241970858896532	151.05627614385341	3.9640941646998433e-05	0.034622490853357675	0.06243996071867234	0.0014338846145474842
1	9000	0.39312280140712574	0.39312280731729032	0.39312279872948525	7.8624560271184496	241277.15947751445	0.95999999999999996	6.1399088541171585	0.065558156540498222	0.010145725259019429	100	0.28999999999999998	0.02633922790272283	0.026339227514875514	50.728626295097143	74.060199108718251	23.020521387199622	65.725423439758202	88.745944826957825	-0.21276099044376678	40	0.017749449081732253	100	0.289999999999907	40	0.065558390955713711	0.38222697228933855	0.18882021817397548	150.90382004426664	3.9645206549962292e-05	0.034268986361252189	0.062496104620242285	0.0014362824984457641
1	9100	0.39613567583612547	0.39613568050687231	0.39613567373835895	7.9227135158337845	241251.91755504732	0.95999999999999996	6.1295481694937255	0.065458355667962514	0.010182843152382061	100	0.29999999999999999	0.026541090477070386	0.026541090140470052	50.914215761910306	73.981933373856307	23.099724831229551	65.683677729582897	88.783402560812448	-0.20901209286064479	40	0.017765660841085024	100	0.29999999999991273	40	0.065458574858865359	0.37490168893272591	0.18528573235578932	150.75555733871747	3.964935458426449e-05	0.033929386795113606	0.062552058315512762	0.0014384742298488564
1	9200	0.39905791678596425	0.39905792030023068	0.39905791523718687	7.9811583349520649	241227.35189445148	0.95999999999999996	6.1197526666049544	0.06536435921062439	0.010219553803011153	100	0.31	0.026736880609325386	0.026736880320891523	51.097769015055768	73.90838712112398	23.174670289784729	65.645711943262768	88.820382233047496	-0.20527851995532154	40	0.017781651195994622	100	0.30999999999992184	40	0.065364564485766427	0.36771165382998894	0.18181183562650394	150.61125187945447	3.9653392321196757e-05	0.033602805282884389	0.06260778328424893	0.0014404747907736542
1	9300	0.40189482288758305	0.40189482547005539	0.40189482178461489	8.0378964570822404	241203.42557590886	0.95999999999999996	6.1104887499568097	0.065275783655517519	0.010255889456309846	100	0.32000000000000001	0.026926953307689357	0.0269269530595692	51.279447281549231	73.839278428154813	23.245611127817668	65.61130768452567	88.856918812343338	-0.20156241785568044	40	0.017797435843819525	100	0.31999999999993045	40	0.065275976282074627	0.36064793182380889	0.17839454205700073	150.47068796490854	3.9657325763243864e-05	0.033288436586554726	0.062663247494691335	0.0014422976794213969
1	9400	0.40465124107774975	0.40465124234099914	0.40465124062587593	8.0930248210015971	241180.10477616798	0.95999999999999996	6.1017257078082237	0.065192281452190276	0.010291879370297286	100	0.33000000000000002	0.0271116333178348	0.027111633121933688	51.459396851486432	73.774349596092804	23.31277895118761	65.580265042544497	88.893043993732107	-0.19786556590430346	40	0.017813029006348666	100	0.3299999999999525	40	0.065192463414153315	0.35370244319048461	0.17503024576316914	150.33366798616066	3.966116041019006e-05	0.032985547380408459	0.062718424389488006	0.0014439550952751149
1	9500	0.40733161718782807	0.40733161779011873	0.40733161706186716	8.1466323432659991	241157.35843152853	0.95999999999999996	6.0934354295659627	0.065113536987067122	0.010327550283345166	100	0.34000000000000002	0.027291218509670059	0.027291218343145102	51.637751416725834	73.713364802121816	23.376385746349882	65.552400956015092	88.928786702364974	-0.19418942792969424	40	0.017828443655087726	100	0.33999999999996355	40	0.065113709814919069	0.34686782493395923	0.17171565824598053	150.20001044181555	3.966490131376101e-05	0.032693468202143423	0.062773292120452323	0.0014454580856336722
1	9600	0.40994003872322649	0.40994003884891317	0.40994003879913143	8.1988007740782614	241135.15792622609	0.95999999999999996	6.0855920600873636	0.065039262416648758	0.01036292652934015	100	0.34999999999999998	0.027465982756593951	0.027465982599541808	51.814632646700751	73.656107143160042	23.436626478877756	65.527546759446977	88.964173238324733	-0.19053520620388148	40	0.017843691580444118	100	0.34999999999997117	40	0.065039428703025037	0.34013739628916406	0.16844779550123987	150.06954814875238	3.9668553128203918e-05	0.032411585865717456	0.062827832743225648	0.0014468166943385808
1	9700	0.4124802754533779	0.41248027941007415	0.4124802735668226	8.249605508407349	241113.47689322883	0.95999999999999996	6.078172065445405	0.064969197137343421	0.010398031411966782	100	0.35999999999999999	0.027636178594061141	0.027636178328977117	51.990157059833912	73.602379474630595	23.493678656164334	65.50555001895718	88.999228675121515	-0.18690384470977117	40	0.017858783999807792	100	0.35999999999978111	40	0.064969348961291737	0.33350484139848313	0.16522382714698375	149.94212698340047	3.9672120142456018e-05	0.032139339772988967	0.062882032168510876	0.0014480400047189044
1	9800	0.41495580378196295	0.41495580410281629	0.41495580377136354	8.2991160752195317	241092.29085970661	0.95999999999999996	6.071153135089161	0.064903097577049707	0.010432884285667023	100	0.37	0.027802038994729054	0.027802038852681357	52.164421428335118	73.551994372048625	23.547710445498907	65.486263521190992	89.033973966689899	-0.18329616470174437	40	0.017873730317051112	100	0.36999999999996341	40	0.064903242259474983	0.32696484115445934	0.16204138640192217	149.8176038549249	3.9675606337991875e-05	0.031876209596548764	0.062935878138779933	0.0014491364458409516
