ERR	t	f1	f2	f3	L	R_Hi	SaO2sup	XOv	O2c	CBF	P_a	u	J_O2	CMRO2	Vmca	TOI	HHb	HbO2	HbT	CCO	Pa_CO2	r	v_p	v_u	v_c	v_o	eta	mu	Dpsi	H	O2	a	bred
1	100	0.50746268656716409	0.50746268656716254	0.50746268656716442	10.149253731343284	240274.06514618182	0.95999999999999996	6.0159999999999991	0.064389634427529707	0.012500000000000001	100	1	0.034000000000000002	0.034000000000000016	62.5	73.582417582417577	24.040000000000006	66.959999999999994	91	0	40	0.018700000000000001	100	1	40	0.064389634427529707	0	0	145.00000000000037	3.981071705535023e-05	0.024	0.065671641791044774	0.0014075855872397426
1	200	0.50673931194810662	0.50673931313833176	0.50673931352369861	10.134786231363849	240262.77136768558	0.95999999999999996	5.9529764057253152	0.063815417506249889	0.012199514077856065	100	1	0.033951535512914369	0.033951534006087809	60.997570389280327	72.993440351362864	24.501672734931091	66.223221711842854	90.724894446773945	-0.0086451357810775897	39	0.018586590746140087	100	1	39.000000059188032	0.063816972377578926	0.041659447717423644	0.020826711865995693	144.93338897473484	3.9812588395708104e-05	0.023483355517429191	0.065542609913715258	0.0014264678883518917
1	300	0.50600870146131161	0.50600872664219843	0.50600868682709277	10.120174021327594	240251.35179839289	0.95999999999999996	5.8892706249642881	0.063247999460999169	0.011909310319688513	100	1	0.033902584588895071	0.033902582017415216	59.546551598442562	72.396836055598257	24.968709013826697	65.487258512644715	90.455967526471412	-0.017388474289080136	38	0.018475055692142608	100	1	38.000000023004446	0.063249564166920541	0.08344129241318958	0.041696456558114825	144.86603282708779	3.9814480758055201e-05	0.022974087764120507	0.065412112324043578	0.001445706746875799
1	400	0.50527122764462928	0.50527124706137005	0.50527121717832491	10.105424544961924	240239.81186138894	0.95999999999999996	5.8249340374317198	0.062687683318827916	0.011629132936260158	100	1	0.033853173829078424	0.033853171550947768	58.145664681300794	71.793082528046469	25.440722922501223	64.752482158476624	90.193205080977847	-0.026225716090529094	37	0.018365423059804223	100	1	37.000000028742335	0.06268926184388797	0.12538867125232381	0.062612322872100598	144.79796346506731	3.9816393249563555e-05	0.022472468166825157	0.065280213192678668	0.001465298511522747
1	500	0.50452772763359244	0.5045277475015757	0.50452771707100152	10.090554544673951	240228.16429484281	0.95999999999999996	5.760059101031155	0.062135079566069812	0.011358881010852886	100	1	0.033803359310443599	0.033803357043757101	56.794405054264431	71.183047527092043	25.917026136082029	64.019708709310521	89.93673484539255	-0.03514695038970618	36	0.018257780889055535	100	1	36.000000028352389	0.062136671206664607	0.16751569935516264	0.08356253343804762	144.72925592185558	3.9818323764626874e-05	0.021979040596327173	0.065147060441944682	0.0014852267671401098
1	600	0.50377902429093246	0.50377904517818983	0.50377901326060193	10.075580477760992	240216.42166875204	0.95999999999999996	5.6947375999874854	0.061590731300733663	0.011098416046149891	100	1	0.03375319616646532	0.033753193888460334	55.492080230749458	70.567599215826618	26.396933956400758	63.289714951272188	89.686648907672947	-0.044142377882698383	35	0.018152203579518127	100	1	35.000000027260683	0.061592336074886102	0.20983504506878775	0.10453424365147587	144.65998425799756	3.9820270224758661e-05	0.021494282655903332	0.065012800330108977	0.0015054748108396015
1	700	0.50302593022036446	0.50302595200234279	0.50302591881491232	10.060518596303709	240204.59644850579	0.95999999999999996	5.6290607349360098	0.061055119862505405	0.010847569014171266	100	1	0.03370273884181875	0.033702736560599127	54.237845070856331	69.947606452031678	26.879764814532763	62.563243349287717	89.44300816382048	-0.053202264661063883	34	0.018048753297551744	100	1	34.000000026247029	0.061056737692445261	0.25235791925165479	0.12551355967213518	144.59022193173885	3.9822230568032561e-05	0.021018611008753484	0.064877578139387104	0.0015260255177831851
1	800	0.50226924888070501	0.502269271338184	0.50226923724836603	10.045384969478638	240192.70101276849	0.95999999999999996	5.5631189693072312	0.060528669461883747	0.010606146311402265	100	1	0.033652041168286767	0.033652038895640529	53.030731557011329	69.323936988214825	27.364841576349562	61.841004577495212	89.205846153844774	-0.062316930780522362	33	0.017947481186693703	100	1	33.000000025380956	0.060530300071008444	0.29509419953793531	0.1464856347778116	144.52004190385279	3.982420274613301e-05	0.020552385916963675	0.064741538346559366	0.0015468612980907787
1	900	0.50150977589858969	0.50150979881126556	0.50150976418376492	10.030195509817489	240180.74767438543	0.95999999999999996	5.4970018999530037	0.060011751702882012	0.01037393499704836	100	1	0.033601156452890774	0.033601154200312254	51.869674985241801	68.697455879649681	27.851492653631617	61.123679928346739	88.975172581978356	-0.071476736524099818	32	0.017848428502488394	100	1	32.000000024639888	0.060013394612286303	0.33805253798243412	0.1674347674048553	144.44951676048947	3.9826184720858538e-05	0.020095915659514685	0.064604824827998508	0.0015679640473374985
1	1000	0.50074830026295369	0.50074832341911613	0.50074828859672416	10.01496599709909	240168.74869915558	0.95999999999999996	5.4307981264806839	0.059504689848432268	0.010150707327728872	100	1	0.033550137557934366	0.033550135335980523	50.753536638644363	68.069023877011318	28.339053110859339	60.411923375752551	88.75097648661189	-0.080672070143196203	31	0.017751627651859298	100	1	31.000000023994318	0.05950634438746797	0.38124046074821277	0.18834450422046251	144.37871882495514	3.9828174461017612e-05	0.019649460702599823	0.064467581042638861	0.0015893151001651123
