ERR	t	rx	Gx	xBF	P_vx	HbO2x	HbTx	HHbx	TOIx	ry	Gy	yBF	P_vy	yFlux	HbO2y	HbTy	HHby	TOIy	f1	f2	f3	L	R_Hi	SaO2sup	XOv	O2c	CBF	P_a	u	J_O2	CMRO2	Vmca	TOI	HHb	HbO2	HbT	CCO	Pa_CO2	r	v_p	v_u	v_c	v_o	eta	mu	Dpsi	H	O2	a	bred
1	100	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	1	66.959999999999994	91	24.040000000000006	73.582417582417577	0.50843633915275666	0.50843633915275444	0.50843633915275621	10.168726783055131	240289.16108418521	0.95999999999999996	6.0305340306242003	0.064523932782570237	0.012591263430711049	100	1	0.034065234723234694	0.034065234723234666	62.95631715355524	73.722497786828569	23.934310717708939	67.148587967052705	91.082898684761645	0.015340159231245126	40	0.018734039467570709	100	1	40	0.064523932782570237	0.0031285708383315125	0.0015642841432373081	145.06348042571719	3.9808216720390219e-05	0.024056804042586699	0.065898957600466351	0.0014284246526665527
1	200	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.014196406926579039	4.3250000000000008e-05	0.0043250000000000007	0	0.75	64.033994818652133	87.952077936095975	23.918083117443842	72.805550842332366	0.50843633915275599	0.50843633915275843	0.50843633915275799	10.168726783055103	240289.16108418326	0.95999999999999996	6.0305340306242039	0.064523932782570279	0.012591263430711035	100	1	0.034065234723234632	0.034065234723234784	62.956317153555176	73.722497786828569	23.934310717708925	67.14858796705272	91.082898684761645	0.015340159231233039	40	0.018734039467570705	100	1	40	0.064523932782570279	0.0031285708383325117	0.0015642841432378614	145.06348042571727	3.9808216720390544e-05	0.02405680404258681	0.065898957600466171	0.0014284246526665172
1	400	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	1	66.959999999999994	91	24.040000000000006	73.582417582417577	0.50843633915275621	0.50843633915275577	0.50843633915275621	10.168726783055114	240289.16108418087	0.95999999999999996	6.030534030624203	0.064523932782570279	0.012591263430711035	100	1	0.034065234723234639	0.034065234723234666	62.956317153555176	73.722497786828569	23.934310717708939	67.148587967052705	91.082898684761645	0.015340159231235828	40	0.018734039467570705	100	1	40	0.064523932782570279	0.0031285708383325117	0.0015642841432378614	145.06348042571759	3.9808216720390937e-05	0.024056804042586803	0.065898957600466213	0.0014284246526665252
1	500	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.014427318531047631	4.6133333333333341e-05	0.0046133333333333339	0	0.80000000000000004	64.654289851438151	88.598218595248085	23.943928743809934	72.974706350253697	0.5084363391527551	0.5084363391527571	0.50843633915275444	10.168726783055119	240289.16108418006	0.95999999999999996	6.0305340306242039	0.064523932782570279	0.012591263430711035	100	1	0.034065234723234632	0.034065234723234548	62.956317153555176	73.722497786828569	23.934310717708925	67.14858796705272	91.082898684761645	0.015340159231232109	40	0.018734039467570705	100	1	40	0.064523932782570279	0.0031285708383325117	0.0015642841432378614	145.06348042571767	3.9808216720391073e-05	0.02405680404258681	0.065898957600466157	0.00142842465266652
1	700	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	1	66.959999999999994	91	24.040000000000006	73.582417582417577	0.50843633915275621	0.50843633915275577	0.50843633915275532	10.168726783055114	240289.16108418725	0.95999999999999996	6.0305340306242039	0.064523932782570251	0.012591263430711049	100	1	0.034065234723234639	0.034065234723234611	62.95631715355524	73.722497786828569	23.934310717708925	67.14858796705272	91.082898684761645	0.015340159231236758	40	0.018734039467570709	100	1	40	0.064523932782570251	0.0031285708383318456	0.0015642841432375292	145.0634804257169	3.980821672038988e-05	0.024056804042586775	0.065898957600466226	0.0014284246526665232
1	800	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.014647646659575998	4.9016666666666668e-05	0.004901666666666667	0	0.84999999999999998	65.255485094727646	89.224463640341312	23.968978545613666	73.136315347065306	0.50843633915275532	0.50843633915275754	0.50843633915275532	10.168726783055114	240289.16108418614	0.95999999999999996	6.0305340306242057	0.064523932782570279	0.012591263430711035	100	1	0.034065234723234625	0.034065234723234611	62.956317153555176	73.722497786828569	23.934310717708925	67.14858796705272	91.082898684761645	0.015340159231232109	40	0.018734039467570705	100	1	40	0.064523932782570279	0.0031285708383325117	0.0015642841432378614	145.06348042571702	3.9808216720390063e-05	0.024056804042586824	0.065898957600466157	0.0014284246526665191
1	1000	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	1	66.959999999999994	91	24.040000000000006	73.582417582417577	0.50843633915275555	0.5084363391527571	0.50843633915275532	10.168726783055119	240289.16108418599	0.95999999999999996	6.0305340306242039	0.064523932782570265	0.012591263430711049	100	1	0.034065234723234639	0.034065234723234611	62.95631715355524	73.722497786828569	23.934310717708925	67.14858796705272	91.082898684761645	0.015340159231233969	40	0.018734039467570709	100	1	40	0.064523932782570265	0.0031285708383321786	0.0015642841432376398	145.06348042571705	3.980821672039009e-05	0.024056804042586789	0.065898957600466185	0.0014284246526665206
1	1100	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.014858458342467105	5.1900000000000008e-05	0.005190000000000001	0	0.90000000000000002	65.839243229423218	89.832545030649186	23.993301801225968	73.291080873819283	0.50843633915275643	0.50843633915275488	0.50843633915275621	10.168726783055126	240289.16108418236	0.95999999999999996	6.0305340306242012	0.064523932782570237	0.012591263430711035	100	1	0.03406523472323468	0.034065234723234666	62.956317153555176	73.722497786828541	23.934310717708954	67.148587967052691	91.082898684761645	0.015340159231242337	40	0.018734039467570705	100	1	40	0.064523932782570237	0.0031285708383315125	0.0015642841432373081	145.06348042571747	3.9808216720390693e-05	0.024056804042586716	0.06589895760046631	0.0014284246526665438
1	1300	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	1	66.959999999999994	91	24.040000000000006	73.582417582417577	0.50843633915275577	0.50843633915275399	0.50843633915275444	10.168726783055137	240289.16108418288	0.95999999999999996	6.0305340306242003	0.064523932782570237	0.012591263430711049	100	1	0.034065234723234694	0.034065234723234548	62.95631715355524	73.722497786828569	23.934310717708939	67.148587967052705	91.082898684761645	0.015340159231243267	40	0.018734039467570709	100	1	40	0.064523932782570237	0.0031285708383315125	0.0015642841432373081	145.06348042571747	3.9808216720390605e-05	0.024056804042586703	0.065898957600466324	0.0014284246526665445
1	1400	0.015255032023233297	5.7666666666666675e-05	0.0057666666666666673	0	66.959999999999994	91	24.040000000000006	73.582417582417577	0.015060660717682079	5.4783333333333335e-05	0.0054783333333333333	0	0.94999999999999996	66.406998849062774	90.423957134440386	24.016958285377612	73.43960710581409	0.50843633915275577	0.50843633915275754	0.50843633915275532	10.168726783055114	240289.16108417977	0.95999999999999996	6.0305340306242048	0.064523932782570265	0.012591263430711035	100	1	0.034065234723234625	0.034065234723234611	62.956317153555176	73.722497786828569	23.934310717708925	67.14858796705272	91.082898684761645	0.015340159231234898	40	0.018734039467570705	100	1	40	0.064523932782570265	0.0031285708383321786	0.0015642841432376398	145.0634804257177	3.980821672039112e-05	0.024056804042586803	0.065898957600466199	0.0014284246526665193
